,pron,words
210,/əˈdɪʃən/,ad·di·tion
211,/əˈdɪʃənəl/,ad·di·tion·al
212,/ˈædətɪv/,ad·di·tive
213,"/əˈdrɛs, ˈædrɛs/",ad·dress1
214,/əˈdrɛs/,ad·dress2
215,/əˈdɛpt/,a·dept
216,/ˈædəkwɪt/,ad·e·quate
217,/ədˈhɪr/,ad·here
218,/ədˈhɪrəns/,ad·her·ence
219,/ədˈhɪrənt/,ad·her·ent
220,/ədˈhiʒən/,ad·he·sion
221,"/ədˈhisɪv, -zɪv/",ad·he·sive
222,/ˌædˈhak/,hoc
223,/əˈdʒeɪsənt/,ad·ja·cent
224,"/ˈædʒɪktɪv, ˈædʒətɪv/",ad·jec·tive
225,/əˈdʒɔɪnɪŋ/,ad·join·ing
226,/əˈdʒɚn/,ad·journ
227,/əˈdʒudɪˌkeɪt/,ad·ju·di·cate
228,/əˌdʒudɪˈkeɪʃən/,adjudication
229,/ˈædʒʌŋkt/,ad·junct1
230,/əˈdʒʌst/,ad·just
231,/əˈdʒʌstmənt/,ad·just·ment
232,/ˌædˈlɪb/,ad-lib
233,/ədˈmɪnəstɚ/,ad·min·is·ter
234,/ədˌmɪnəˈstreɪʃən/,ad·min·is·tra·tion
235,/ədˈmɪnəˌstreɪtɪv/,ad·min·i·stra·tive
236,/ədˈmɪnəˌstreɪtɚ/,ad·min·is·tra·tor
237,/ˈædmərəbəl/,ad·mi·ra·ble
238,/ˈædmərəl/,ad·mi·ral
239,/ˌædməˈreɪʃən/,ad·mi·ra·tion
240,/ədˈmaɪɚ/,ad·mire
241,/ədˈmɪsəbəl/,ad·mis·si·ble
242,/ədˈmɪʃən/,ad·mis·sion
243,/ədˈmɪt/,ad·mit
244,/ədˈmɪtns/,ad·mit·tance
245,/ədˈmɪtɪdli/,ad·mit·ted·ly
246,/ədˈmanɪʃ/,ad·mon·ish
247,/əˈdoʊbi/,a·do·be
248,/ˌædlˈɛsəns/,a·do·les·cence
249,/ˌædlˈɛsənt/,ad·o·les·cent1
250,/əˈdapt/,a·dopt
251,/əˈdapʃən/,a·dop·tion
252,/əˈdaptɪv/,a·dop·tive
253,/əˈdɔrəbəl/,a·dor·a·ble
254,/əˈdɔr/,a·dore
255,/ˌædəˈreɪʃən/,adoration
256,/əˈdɔrn/,a·dorn
257,/əˈdrɛnl-ɪn/,adrenalin
258,/əˈdrɪft/,a·drift
259,/əˈdrɔɪt/,a·droit
260,/ˌædʒəˈleɪʃən/,ad·u·la·tion
261,"/əˈdʌlt, ˈædʌlt/",a·dult1
262,/əˈdʌltəˌreɪt/,a·dul·ter·ate
263,/əˌdʌltəˈreɪʃən/,adulteration
264,/əˈdʌltəri/,a·dul·ter·y
265,/əˈdʌlthʊd/,a·dult·hood
266,"/ˈædəmˌbreɪt, əˈdʌm-/",ad·um·brate
267,/ədˈvæns/,ad·vance1
268,/ədˈvænst/,ad·vanced
269,"/ˌædvænˈteɪdʒəs, -vən-/",ad·van·ta·geous
270,/ædˈvɛkʃən/,ad·vec·tion
271,/ˈædvɛnt/,ad·vent
272,/ədˈvɛntʃɚ/,ad·ven·ture
273,/ədˈvɛntʃərɚ/,ad·ven·tur·er
274,/ədˈvɛntʃɚsəm/,ad·ven·ture·some
275,/ədˈvɛntʃərəs/,ad·ven·tur·ous
276,/ˈædvɚb/,ad·verb
277,/ədˈvɚbiəl/,adverbial
278,"/ədˈvɚs, æd-,ˈædvɚs/",ad·verse
279,"/ədˈvɚsəti, æd-/",ad·ver·si·ty
280,/ˈædvɚˌtaɪz/,ad·ver·tise
281,/ˌædvɚˈtaɪzmənt/,ad·ver·tise·ment
282,/ˈædvɚˌtaɪzɪŋ/,ad·ver·tis·ing
283,/ədˈvaɪs/,ad·vice
284,/ədˈvaɪz/,ad·vise
285,/ədˈvaɪzɚ/,advisor
286,/ədˈvaɪzəri/,ad·vi·so·ry
287,/ˈædvəˌkeɪt/,ad·vo·cate1
288,/ˈædvəkəsi/,advocacy
289,"/ˈædvəkət, -ˌkeɪt/",ad·vo·cate2
290,/ˈɛriəl/,aer·i·al
291,"/əˈroʊbɪk, ɛ-/",ae·ro·bic
292,"/əˈroʊbɪks, ɛ-/",ae·ro·bics
293,/ˌɛroʊdaɪˈnæmɪks/,aer·o·dy·nam·ics
294,"/ˈɛrəˌsɔl, -ˌsal/",aer·o·sol
295,/ˈɛroʊˌspeɪs/,aer·o·space
296,"/ɛsˈθɛtɪk, ɪs-/",esthetic
297,"/ɛsˈθɛtɪks, ɪs-/",esthetics
298,/əˈfar/,a·far
299,/ˈæfəbəl/,af·fa·ble
300,/əˈfɛr/,af·fair
301,/əˈfɛkt/,af·fect
302,/ˌæfɛkˈteɪʃən/,af·fec·ta·tion
303,/əˈfɛktɪd/,af·fect·ed
304,/əˈfɛktɪŋ/,af·fect·ing
305,/əˈfɛkʃən/,af·fec·tion
306,/əˈfɛkʃənɪt/,af·fec·tion·ate
307,/ˌæfəˈdeɪvɪt/,af·fi·da·vit
308,/əˈfɪliˌeɪt/,af·fil·i·ate1
309,/əˌfɪliˈeɪʃən/,affiliation
310,"/əˈfɪliɪt, -ˌeɪt/",af·fil·i·ate2
311,/əˈfɪnəti/,af·fin·i·ty
312,/əˈfɚm/,af·firm
313,/ˌæfɚˈmeɪʃən/,affirmation
314,/əˈfɚmətɪv/,af·firm·a·tive
315,/əˈfɪks/,af·fix
316,/əˈflɪkt/,af·flict
317,/əˈflɪkʃən/,affliction
318,/ˈæfluənt/,af·flu·ent
319,/əˈfɔrd/,af·ford
320,/əˈfɔrdəbəl/,af·ford·a·ble
321,/əˈfrʌnt/,af·front
322,/əˈfloʊt/,a·float
323,/əˈfreɪd/,a·fraid
324,/əˈfrɛʃ/,a·fresh
325,/ˈæfrɪkə/,Af·ri·ca
326,/ˈæfrɪkən/,Af·ri·can1
327,/ˈæftɚ/,af·ter1
328,/ˈæftɚəˌfɛkt/,af·ter·ef·fect
329,/ˈæftɚˌlaɪf/,af·ter·life
330,/ˈæftɚˌmæθ/,af·ter·math
331,/ˌæftɚˈnun/,af·ter·noon
332,/ˈæftɚˌʃeɪv/,af·ter·shave
333,/ˈæftɚˌteɪst/,af·ter·taste
334,/ˈæftɚˌθɔt/,af·ter·thought
335,/ˈæftɚwɚd/,af·ter·ward
336,/əˈgɛn/,a·gain
337,/əˈgɛnst/,a·gainst
338,/eɪdʒ/,age1
339,/eɪdʒd/,aged1
340,/ˈeɪdʒɪd/,a·ged2
341,/ˈeɪdʒlɪs/,age·less
342,/ˈeɪdʒənsi/,a·gen·cy
343,/əˈdʒɛndə/,a·gen·da
344,/ˈeɪdʒənt/,a·gent
345,"/əˈgrændɪzmənt, -daɪz-/",ag·gran·dize·ment
346,/ˈægrəˌveɪt/,ag·gra·vate
347,/ˌægrəˈveɪʃən/,aggravation
348,/ˈægrɪgɪt/,ag·gre·gate
349,/əˈgrɛʃən/,ag·gres·sion
350,/əˈgrɛsɪv/,ag·gres·sive
351,/əˈgrɛsɚ/,ag·gres·sor
352,/əˈgrivd/,ag·grieved
353,/əˈgæst/,a·ghast
354,"/ˈædʒəl, ˈædʒaɪl/",ag·ile
355,/əˈdʒɪləti/,agility
356,/ˈædʒəˌteɪt/,ag·i·tate
357,/ˈædʒəˌteɪtɪd/,ag·i·tat·ed
358,/ˌædʒəˈteɪʃən/,agitation
359,"/ægˈnastɪk, əg-/",ag·nos·tic
360,"/ægˈnastəˌsɪzəm, əg-/",agnosticism
361,/əˈgoʊ/,a·go
362,/ˈægəˌnaɪz/,a·gon·ize
363,/ˈægəˌnaɪzɪŋ/,a·gon·iz·ing
364,/ˈægəni/,ag·o·ny
365,/əˈgrɛriən/,a·grar·i·an
366,/əˈgri/,a·gree
367,/əˈgriəbəl/,a·gree·a·ble
368,/əˈgrid/,a·greed
369,/əˈgrimənt/,a·gree·ment
370,/ˈægrɪˌkʌltʃɚ/,ag·ri·cul·ture
371,/ˌægrɪˈkʌltʃərəl/,agricultural
372,/aˈha/,a·ha
373,/əˈhɛd/,a·head
374,/eɪd/,aid1
375,/eɪd/,aid
376,/eɪdz/,AIDS
377,/ˈeɪlɪŋ/,ail·ing
378,/ˈeɪlmənt/,ail·ment
379,/eɪm/,aim1
380,/ˈeɪmlɪs/,aim·less
381,/eɪnt/,ain’t
382,/ɛr/,air1
383,/ˈɛrbæg/,air·bag
384,/ˈɛrbɔrn/,air·borne
385,/ˈɛrbrʌʃ/,air·brush1
386,/ˈɛrkræft/,air·craft
387,/ˈɛrfɛr/,air·fare
388,/ˈɛrfild/,air·field
389,/ˈɛrəli/,air·i·ly
390,/ˈɛrlɪs/,air·less
391,/ˈɛrlɪft/,air·lift
392,/ˈɛrlaɪn/,air·line
393,/ˈɛrˌlaɪnɚ/,air·lin·er
394,/ˈɛrmeɪl/,air·mail
395,/ˈɛrpleɪn/,air·plane
396,/ˈɛrpɔrt/,air·port
397,/ˈɛrspeɪs/,air·space
398,/ˈɛrstrɪp/,air·strip
399,"/ˈɛrˌtaɪt, ˌɛrˈtaɪt/",air·tight
400,/ˈɛrweɪvz/,air·waves
401,/ˈɛrweɪ/,air·way
402,/ˈɛri/,air·y
403,/aɪl/,aisle
404,/əˈdʒar/,a·jar
405,/əˈkɪn/,a·kin
406,"/ˌaləˈkart, ˌælə-,ˌala-/",carte
407,/əˈlækrəti/,a·lac·ri·ty
408,"/ˌaləˈmoʊd, ˌælə-,ˌala-/",mode
409,/əˈlarm/,a·larm1
410,/əˈlarmɪŋ/,a·larm·ing
411,/əˈlarmɪst/,a·larm·ist
412,/əˈlæs/,a·las
413,"/ɔlˈbiɪt, æl-/",al·be·it
414,/ælˈbaɪnoʊ/,al·bi·no
415,/ˈælbəm/,al·bum
416,"/ˈælkəˌhɔl, -ˌhal/",al·co·hol
417,"/ˌælkəˈhɔlɪk, -ˈha-/",al·co·hol·ic1
418,"/ˈælkəhɔˌlɪzəm, -ha-/",al·co·hol·ism
419,/ˈælkoʊv/,al·cove
420,/ˈɔldɚmən/,al·der·man
421,/-mən/,aldermen
422,/eɪl/,ale
423,/əˈlɚt/,a·lert1
424,/ælˈfælfə spraʊt/,sprout
425,/ˈældʒi/,al·gae
426,/ˌælgəl ˈblum/,bloom
427,/ˈældʒəbrə/,al·ge·bra
428,/ˌældʒəˈbreɪ-ɪk/,algebraic
429,/ˈælgəˌrɪðəm/,al·go·rithm
430,"/ˈeɪliəs, ˈeɪlyəs/",a·li·as1
431,/ˈæləbaɪ/,al·i·bi
432,"/ˈeɪliən, ˈeɪlyən/",a·li·en1
433,"/ˈeɪliəˌneɪt, ˈeɪlyə-/",a·li·en·ate
434,"/ˌeɪliəˈneɪʃən, ˌeɪlyə-/",alienation
435,/əˈlaɪt/,a·light1
436,/əˈlaɪn/,a·lign
437,/əˈlaɪk/,a·like1
438,/æləˌmɛntri kəˈnæl/,ca·nal
439,/ˈæləˌmoʊni/,al·i·mo·ny
440,/əˈlaɪv/,a·live
441,/ˈælkəˌlaɪ/,al·ka·li
442,"/ˈælkəlɪn, -ˌlaɪn/",al·ka·line
443,/ɔl/,all1
444,"/ˈælə, ˈalə/",Al·lah
445,/əˈleɪ/,al·lay
446,/ˌæləˈgeɪʃən/,al·le·ga·tion
447,/əˈlɛdʒ/,al·lege
448,/əˈlɛdʒd/,al·leged
449,/əˈlɛdʒɪdli/,al·leg·ed·ly
450,/əˈlidʒəns/,al·le·giance
451,/ˈæləˌgɔri/,al·le·go·ry
452,/ˌæləˈgɔrɪkəl/,allegorical
453,/əˈlil/,al·lele
454,/əˈliləˌmɔrf/,al·le·lo·morph
455,/ˌæləˈluyə/,al·le·lu·ia
456,/əˈlɚdʒɪk/,al·ler·gic
457,/ˈælɚdʒi/,al·ler·gy
458,/əˈliviˌeɪt/,al·le·vi·ate
459,/ˈæli/,al·ley
460,/ˈæliˌweɪ/,al·ley·way
461,/əˈlaɪəns/,al·li·ance
462,"/əˈlaɪd, ˈælaɪd/",al·lied
463,/ˈæləˌgeɪtɚ/,al·li·ga·tor
464,/əˌlɪtəˈreɪʃən/,al·lit·e·ra·tion
465,/ˈæləˌkeɪt/,al·lo·cate
466,/ˌæləˈkeɪʃən/,allocation
467,/əˈlat/,al·lot
468,/ˈæləˌtroʊp/,al·lo·trope
469,/əˈlaʊ/,al·low
470,/əˈlaʊəbəl/,al·low·a·ble
471,/əˈlaʊəns/,al·low·ance
472,/ˈælɔɪ/,al·loy
473,/əˈlud/,al·lude
474,/əˈlʊr/,al·lure
475,/əˈluʒən/,al·lu·sion
476,/əˈlusɪv/,allusive
477,/əˈluviəm/,al·lu·vi·um
478,"/əˈlaɪ, ˈælaɪ/",al·ly1
479,/ˈɔlməˌnæk/,al·ma·nac
480,/ɔlˈmaɪti/,al·might·y
481,"/ˈamənd, ˈæm-/",al·mond
482,"/ˈɔlmoʊst, ɔlˈmoʊst/",al·most
483,/əˈlɔft/,a·loft
484,/əˈloʊha/,a·lo·ha
485,/əˈloʊn/,a·lone
486,/əˈlɔŋ/,a·long1
487,/əˌlɔŋˈsaɪd/,a·long·side
488,/əˈluf/,a·loof
489,/əˈlaʊd/,a·loud
490,/ˈælfəˌbɛt/,al·pha·bet
491,/ˌælfəˈbɛtɪkəl/,al·pha·bet·i·cal
492,/ˈælpaɪn/,al·pine
493,/ɔlˈrɛdi/,al·read·y
494,/ˈɔlsoʊ/,al·so
495,/ˈɔltɚ/,al·tar
496,/ˈɔltɚ/,al·ter
497,/ˌɔltəˈreɪʃən/,al·ter·a·tion
498,/ˌɔltɚˈkeɪʃən/,al·ter·ca·tion
499,/ˈɔltɚˌneɪt/,al·ter·nate1
500,/ˌɔltɚˈneɪʃən/,alternation
501,/ˈɔltɚnɪt/,al·ter·nate2
502,/ɔlˈtɚnətɪv/,al·ter·na·tive1
503,/ˈɔltɚˌneɪtɚ/,al·ter·na·tor
504,/ɔlˈðoʊ/,al·though
505,/ˈæltəˌtud/,al·ti·tude
506,/ˈæltoʊ/,al·to
507,"/ˌɔltəˈgɛðɚ, ˈɔltəˌgɛðɚ/",al·to·geth·er
508,/ˈæltruˌɪzəm/,al·tru·ism
509,/ˌæltruˈɪstɪk/,altruistic
510,/əˈlumənəm/,a·lu·mi·num
511,/əˈlʌmnaɪ/,a·lum·ni
512,/ælˈviələs/,al·ve·o·lus
513,/ˌeɪ ˈɛm/,AM
514,/əˈmælgəˌmeɪt/,a·mal·gam·ate
515,/əˌmælgəˈmeɪʃən/,amalgamation
516,/əˈmæs/,a·mass
517,/ˈæmətʃɚ/,am·a·teur1
518,/ˌæməˈtʃʊrɪʃ/,amateurish
519,/əˈmeɪz/,a·maze
520,/əˈmeɪzd/,a·mazed
521,/əˈmeɪzmənt/,a·maze·ment
522,/əˈmeɪzɪŋ/,a·maz·ing
523,"/æmˈbæsədɚ, əm-/",am·bas·sa·dor
524,/æmˌbæsəˈdɔriəl/,ambassadorial
525,"/ˈæmbiəns, ˈambians/",ambience
526,/ˌæmbɪˈdɛkstrəs/,am·bi·dex·trous
527,/ˌæmbəˈgyuəti/,am·bi·gu·i·ty
528,/æmˈbɪgyuəs/,am·big·u·ous
529,/æmˈbɪʃən/,am·bi·tion
530,/æmˈbɪʃəs/,am·bi·tious
531,/æmˈbɪvələnt/,am·biv·a·lent
532,/ˈæmbəl/,am·ble
533,/ˈæmbyələns/,am·bu·lance
534,/ˈæmbʊʃ/,am·bush1
535,/əˈmilyəˌreɪt/,a·me·lio·rate
536,/əˌmilyəˈreɪʃən/,amelioration
537,"/ˌeɪˈmɛn, ˌa-/",a·men
538,"/əˈminəbəl, əˈmɛ-/",a·me·na·ble
539,/əˈmɛnd/,a·mend
540,/əˈmɛndmənt/,a·mend·ment
541,/əˈmɛndz/,a·mends
542,"/əˈmɛnəti, əˈmi-/",a·men·i·ty
543,/əˈmɛrɪkən/,A·mer·i·can1
544,/əˌmɛrəˈkanə/,A·mer·i·ca·na
545,/əˈmɛrɪkəˌnaɪz/,A·mer·i·can·ize
546,/əˌmɛrɪkənəˈzeɪʃən/,Americanization
547,/əˈmɛrɪkəz/,A·mer·i·cas
548,/ˈeɪmiəbəl/,a·mi·a·ble
549,/ˈæmɪkəbəl/,am·i·ca·ble
550,/əˈmɪd/,a·mid
551,/əˈmɪdst/,a·midst
552,/əˌminoʊ ˈæsɪd/,ac·id
553,/əˈmɪs/,a·miss
554,/ˈæmoʊ/,am·mo
555,/əˈmoʊnyə/,am·mo·nia
556,/ˌæmyəˈnɪʃən/,am·mu·ni·tion
557,/æmˈniʒə/,am·ne·sia
558,"/æmˈniziˌæk, -ˈniʒi-/",am·ne·si·ac
559,/əˈmibə/,a·moe·ba
560,"/əˈmʌk, əˈmak/",a·mok
561,/əˈmʌŋ/,a·mong
562,/əˈmʌŋst/,a·mongst
563,"/eɪˈmɔrəl, -ˈmar-/",a·mor·al
564,/ˈæmərəs/,am·o·rous
565,/əˈmɔrfəs/,a·mor·phous
566,/əˈmaʊnt/,a·mount1
567,/æmp/,amp
568,"/ˈæmpɪr, -pɛr/",am·pere
569,"/æmˈfɛtəˌmin, -mɪn/",am·phet·a·mine
570,/æmˈfɪbiən/,am·phib·i·an
571,/æmˈfɪbiəs/,am·phib·i·ous
572,/ˈæmfəˌθiətɚ/,am·phi·the·a·ter
573,/ˈæmpəl/,am·ple
574,/ˈæmpləˌfaɪɚ/,am·pli·fi·er
575,/ˈæmpləˌfaɪ/,am·pli·fy
576,/ˌæmpləfəˈkeɪʃən/,amplification
577,/ˈæmpləˌtud/,am·pli·tude
578,/ˈæmpyəˌteɪt/,am·pu·tate
579,/ˌæmpyəˈteɪʃən/,amputation
